customer_id,age,country,gender,plan,monthly_spend,signup_date
CUST00467,45,Germany,Male,Free,224.79,2025-03-15
CUST00468,42,Canada,Male,Basic,139.17,2025-12-21
CUST00469,69,Canada,Male,Free,182.9,2024-07-20
CUST00470,47,Canada,Female,Pro,263.86,2025-10-16
CUST00471,38,USA,Female,Enterprise,293.5,2024-12-22
CUST00472,40,Germany,Female,Basic,459.34,2025-08-27
CUST00473,23,UK,Male,Pro,119.29,2024-04-29
CUST00474,29,UAE,Female,Basic,209.12,2024-05-21
CUST00475,54,Germany,Male,Enterprise,243.34,2025-07-04
CUST00476,62,UK,Female,Basic,144.42,2024-07-10
CUST00477,38,Germany,Female,Free,475.92,2025-05-11
CUST00478,26,UK,Female,Enterprise,204.57,2025-05-18
CUST00479,44,Germany,Male,Enterprise,41.34,2024-02-01
CUST00480,68,UK,Male,Pro,137.43,2025-07-04
CUST00481,36,UK,Female,Enterprise,274.86,2024-04-25
CUST00482,54,Canada,Female,Pro,271.02,2024-02-12
CUST00483,66,Germany,Female,Basic,51.21,2025-10-31
CUST00484,66,UK,Male,Pro,224.87,2024-12-22
CUST00485,70,Canada,Male,Enterprise,387.82,2024-08-30
CUST00486,31,USA,Female,Pro,82.99,2024-05-22
CUST00487,68,UK,Male,Basic,285.04,2025-06-29
CUST00488,35,USA,Female,Basic,489.5,2024-10-26
CUST00489,36,USA,Male,Pro,67.79,2025-02-25
CUST00490,21,UAE,Male,Basic,124.84,2025-12-29
CUST00491,38,UK,Female,Enterprise,71.09,2025-10-09
CUST00492,35,Germany,Female,Enterprise,37.76,2024-04-05
CUST00493,43,USA,Female,Pro,227.35,2025-05-14
CUST00494,38,USA,Male,Free,365.47,2025-04-14
CUST00495,58,UAE,Female,Free,108.91,2025-03-15
CUST00496,70,UK,Female,Enterprise,161.43,2024-10-17
CUST00497,39,USA,Female,Basic,394.15,2025-11-29
CUST00498,66,Canada,Male,Free,313.09,2025-04-15
CUST00499,19,Canada,Female,Basic,228.26,2025-03-14
CUST00500,30,UK,Male,Pro,437.21,2024-10-07
CUST00501,23,UAE,Male,Pro,185.92,2025-10-26
CUST00502,28,Canada,Female,Enterprise,362.99,2024-08-27
CUST00503,45,Canada,Male,Free,106.71,2024-03-20
CUST00504,26,USA,Female,Basic,4.64,2025-12-13
CUST00505,39,Canada,Male,Enterprise,238.85,2024-08-22
CUST00506,42,Canada,Male,Free,156.68,2024-11-02
CUST00507,26,Germany,Male,Basic,34.21,2025-07-30
CUST00508,18,USA,Female,Basic,175.59,2024-08-06
CUST00509,58,UK,Female,Enterprise,429.98,2024-03-29
CUST00510,24,UK,Female,Free,175.77,2025-03-15
CUST00511,38,UK,Female,Basic,322.31,2024-09-11
CUST00512,53,USA,Male,Pro,423.95,2025-11-05
CUST00513,37,UK,Female,Basic,147.77,2024-02-25
CUST00514,68,UK,Female,Enterprise,56.37,2025-05-26
CUST00515,58,USA,Male,Free,493.44,2024-11-20
CUST00516,26,Germany,Female,Enterprise,273.18,2024-06-25
CUST00517,66,Germany,Male,Free,293.68,2024-01-15
CUST00518,34,UK,Male,Free,474.34,2025-02-11
CUST00519,50,UAE,Female,Enterprise,350.91,2024-03-25
CUST00520,58,USA,Female,Basic,41.8,2024-03-21
CUST00521,50,UK,Female,Basic,195.37,2025-10-11
CUST00522,66,Canada,Female,Pro,364.98,2024-09-01
CUST00523,21,UK,Female,Free,57.99,2025-09-18
CUST00524,56,Canada,Male,Pro,59.72,2025-12-25
CUST00525,26,Canada,Female,Basic,476.51,2025-06-19
CUST00526,51,UAE,Female,Basic,63.47,2024-10-02
CUST00527,64,Canada,Female,Free,403.55,2024-10-05
CUST00528,51,Canada,Male,Pro,248.07,2025-06-07
CUST00529,41,Canada,Male,Enterprise,183.84,2024-09-18
CUST00530,67,Canada,Male,Free,370.39,2024-01-03
CUST00531,20,Canada,Male,Basic,235.88,2025-01-27
CUST00532,27,UK,Female,Free,112.26,2024-09-11
CUST00533,44,UAE,Male,Pro,285.77,2024-05-02
CUST00534,50,Canada,Male,Basic,402.17,2024-02-17
CUST00535,43,Canada,Female,Enterprise,386.76,2024-11-14
CUST00536,38,Canada,Male,Enterprise,184.46,2024-10-25
CUST00537,54,UAE,Female,Basic,184.14,2025-05-20
CUST00538,67,UK,Male,Basic,3.19,2025-02-23
CUST00539,19,UK,Male,Pro,475.5,2024-01-02
CUST00540,66,Germany,Male,Pro,102.6,2024-08-31
CUST00541,44,Germany,Male,Free,355.83,2024-04-05
CUST00542,20,UK,Female,Enterprise,229.23,2024-03-27
CUST00543,55,Canada,Female,Basic,37.42,2025-08-04
CUST00544,21,Germany,Male,Basic,145.84,2024-11-18
CUST00545,69,Germany,Female,Pro,226.38,2024-08-27
CUST00546,22,UK,Male,Basic,77.71,2024-06-17
CUST00547,46,Germany,Female,Pro,60.37,2025-01-01
CUST00548,67,UK,Female,Enterprise,231.67,2024-05-02
CUST00549,23,UK,Male,Pro,107.51,2024-12-01
CUST00550,27,Canada,Female,Basic,198.12,2024-02-20
CUST00551,61,UAE,Male,Pro,15.54,2025-02-18
CUST00552,46,USA,Male,Basic,231.02,2024-05-23
CUST00553,25,Canada,Male,Free,65.36,2025-02-14
CUST00554,41,Canada,Male,Pro,10.9,2024-03-07
CUST00555,30,Germany,Male,Basic,452.54,2024-12-05
CUST00556,25,Canada,Male,Enterprise,83.99,2025-08-10
CUST00557,45,Germany,Male,Enterprise,191.36,2025-03-12
CUST00558,29,UAE,Male,Basic,137.49,2025-04-01
CUST00559,27,Canada,Female,Basic,249.45,2025-07-17
CUST00560,48,Canada,Female,Free,191.51,2025-03-05
CUST00561,30,USA,Male,Basic,494.7,2025-12-31
CUST00562,40,Germany,Female,Enterprise,456.34,2025-05-29
CUST00563,38,Germany,Male,Pro,13.03,2025-09-03
CUST00564,32,Canada,Male,Pro,404.33,2025-04-28
CUST00565,51,UAE,Male,Basic,50.07,2025-11-03
CUST00566,33,UAE,Male,Free,287.85,2025-02-01
CUST00567,40,UK,Male,Basic,296.26,2025-12-15
CUST00568,40,USA,Female,Free,473.78,2025-07-31
CUST00569,27,USA,Female,Basic,271.06,2024-06-28
CUST00570,49,Canada,Male,Free,116.31,2024-08-12
CUST00571,19,USA,Male,Enterprise,165.87,2025-09-20
CUST00572,30,UK,Male,Pro,459.39,2024-11-27
CUST00573,21,Canada,Male,Basic,387.18,2025-06-22
CUST00574,41,Canada,Female,Pro,293.01,2024-12-10
CUST00575,37,UAE,Male,Basic,366.18,2025-03-23
CUST00576,68,Germany,Male,Pro,353.59,2025-07-29
CUST00577,62,USA,Male,Pro,332.77,2024-06-28
CUST00578,42,UAE,Male,Pro,88.85,2024-01-02
CUST00579,62,USA,Male,Enterprise,91.04,2024-11-21
CUST00580,69,USA,Male,Basic,468.34,2024-05-24
CUST00581,39,Canada,Female,Basic,491.19,2024-06-20
CUST00582,58,Canada,Female,Pro,5.7,2024-08-02
CUST00583,33,Canada,Female,Pro,393.51,2024-01-02
CUST00584,21,Germany,Female,Enterprise,484.55,2025-02-27
CUST00585,49,Germany,Female,Pro,50.71,2025-05-05
CUST00586,68,USA,Male,Basic,225.64,2024-02-04
CUST00587,36,Canada,Female,Pro,475.83,2024-03-16
CUST00588,39,UK,Male,Enterprise,365.99,2025-07-14
CUST00589,23,UAE,Male,Enterprise,215.66,2025-10-31
CUST00590,28,USA,Male,Enterprise,26.78,2024-12-05
CUST00591,31,UK,Female,Enterprise,330.3,2024-10-31
CUST00592,33,Canada,Female,Free,285.88,2025-05-17
CUST00593,27,Canada,Male,Pro,213.8,2024-10-28
CUST00594,70,USA,Male,Enterprise,48.49,2024-07-30
CUST00595,28,UAE,Female,Free,421.88,2024-11-11
CUST00596,68,Germany,Female,Enterprise,447.44,2024-09-28
CUST00597,23,USA,Male,Enterprise,185.51,2025-01-25
CUST00598,41,UK,Male,Enterprise,131.65,2025-04-21
CUST00599,34,UK,Male,Pro,75.57,2025-12-14
CUST00600,60,Canada,Female,Free,404.09,2025-02-27
CUST00601,66,USA,Male,Basic,420.4,2025-06-19
CUST00602,44,USA,Male,Enterprise,238.13,2024-03-21
CUST00603,43,Canada,Male,Basic,474.63,2025-04-04
CUST00604,29,UK,Male,Basic,63.09,2025-03-09
CUST00605,23,Germany,Male,Basic,417.05,2024-09-21
CUST00606,38,Canada,Female,Free,278.18,2025-07-19
CUST00607,38,UAE,Male,Enterprise,393.28,2025-09-30
CUST00608,55,USA,Male,Enterprise,207.22,2024-05-31
CUST00609,54,USA,Male,Free,281.34,2024-04-13
CUST00610,68,UAE,Female,Pro,132.07,2025-11-01
CUST00611,49,USA,Male,Enterprise,86.1,2025-02-16
CUST00612,27,USA,Male,Enterprise,197.9,2024-12-05
CUST00613,62,UK,Female,Free,460.42,2025-01-16
CUST00614,19,UAE,Female,Pro,140.17,2025-05-18
CUST00615,62,Canada,Male,Basic,150.24,2025-03-29
CUST00616,67,UAE,Female,Pro,302.49,2024-04-01
CUST00617,30,Germany,Female,Basic,370.47,2025-06-12
CUST00618,41,Canada,Male,Basic,155.56,2025-06-02
CUST00619,43,UK,Male,Free,96.38,2024-07-24
CUST00620,21,UK,Female,Free,25.28,2025-01-04
CUST00621,63,UK,Female,Pro,411.75,2025-06-01
CUST00622,43,Canada,Male,Free,186.23,2025-08-31
CUST00623,46,UK,Female,Enterprise,172.12,2024-09-21
CUST00624,65,Canada,Male,Pro,193.28,2024-06-15
CUST00625,54,UK,Male,Basic,338.85,2024-10-02
CUST00626,59,Germany,Male,Free,237.05,2024-05-15
CUST00627,59,UK,Male,Free,126.2,2024-11-08
CUST00628,63,UAE,Female,Enterprise,425.79,2025-04-15
CUST00629,34,UK,Female,Enterprise,338.6,2025-09-30
CUST00630,43,USA,Male,Free,255.76,2025-11-09
CUST00631,41,USA,Female,Pro,342.21,2025-05-08
CUST00632,22,UAE,Female,Pro,430.75,2024-09-24
CUST00633,59,UAE,Male,Basic,258.65,2024-09-03
CUST00634,21,USA,Female,Enterprise,340.38,2024-01-27
CUST00635,59,Germany,Female,Pro,453.46,2025-02-18
CUST00636,42,Canada,Female,Basic,363.27,2024-08-15
CUST00637,61,USA,Female,Enterprise,253.66,2024-06-23
CUST00638,60,USA,Female,Basic,48.8,2024-05-11
CUST00639,65,UAE,Female,Basic,327.22,2024-08-15
CUST00640,40,UK,Female,Pro,394.05,2024-12-05
CUST00641,41,UAE,Female,Pro,425.61,2025-04-26
CUST00642,21,USA,Female,Free,444.71,2025-05-27
CUST00643,25,Germany,Female,Pro,27.03,2024-06-03
CUST00644,26,UK,Female,Pro,493.6,2025-04-13
CUST00645,27,UAE,Male,Basic,243.79,2025-10-08
CUST00646,29,UAE,Male,Free,226.03,2024-08-02
CUST00647,66,UK,Female,Basic,392.61,2024-03-31
CUST00648,26,USA,Female,Enterprise,201.7,2025-05-03
CUST00649,42,Canada,Male,Free,365.33,2024-01-15
CUST00650,38,USA,Male,Basic,338.37,2025-10-03
CUST00651,64,UK,Female,Basic,156.05,2024-04-15
CUST00652,42,USA,Male,Pro,32.64,2024-02-16
CUST00653,37,UAE,Female,Enterprise,216.83,2025-12-04
CUST00654,26,UAE,Female,Enterprise,375.06,2024-06-17
CUST00655,69,Germany,Male,Free,112.16,2024-05-14
CUST00656,31,Canada,Male,Basic,183.3,2025-10-28
CUST00657,68,Canada,Female,Enterprise,385.62,2025-09-30
CUST00658,21,USA,Male,Free,326.78,2024-01-21
CUST00659,21,Canada,Female,Enterprise,190.13,2025-07-14
CUST00660,34,Germany,Male,Basic,347.6,2025-10-07
CUST00661,18,UAE,Male,Enterprise,331.24,2024-10-03
CUST00662,57,USA,Female,Basic,415.33,2024-04-17
CUST00663,50,USA,Female,Free,57.01,2024-04-18
CUST00664,49,UK,Female,Basic,415.75,2024-07-25
CUST00665,40,Germany,Male,Pro,19.7,2025-05-23
CUST00666,31,Germany,Male,Pro,1.37,2025-11-18
CUST00667,23,Canada,Male,Enterprise,474.72,2025-06-07
CUST00668,22,Canada,Male,Pro,228.38,2024-10-30
CUST00669,34,Germany,Male,Free,406.59,2024-02-10
CUST00670,36,UAE,Female,Pro,369.27,2024-04-07
CUST00671,66,Canada,Male,Free,331.68,2024-06-23
CUST00672,39,UAE,Female,Enterprise,439.24,2024-04-05
CUST00673,41,UAE,Male,Basic,200.39,2025-04-12
CUST00674,35,Germany,Female,Enterprise,324.42,2024-06-19
CUST00675,25,UK,Male,Free,51.86,2025-08-27
CUST00676,48,USA,Male,Enterprise,305.66,2025-01-02
CUST00677,57,Canada,Female,Basic,460.2,2024-04-25
CUST00678,44,Germany,Male,Free,130.81,2024-11-17
CUST00679,18,USA,Female,Basic,259.55,2025-12-05
CUST00680,62,USA,Female,Free,330.86,2024-09-11
CUST00681,48,UAE,Male,Enterprise,419.52,2025-07-25
CUST00682,57,Canada,Male,Free,252.78,2025-04-25
CUST00683,49,UK,Female,Free,160.32,2024-12-04
CUST00684,35,Canada,Female,Basic,201.64,2024-08-28
CUST00685,23,Germany,Female,Enterprise,44.01,2025-05-25
CUST00686,46,UAE,Female,Free,372.62,2024-01-19
CUST00687,24,Germany,Male,Enterprise,278.57,2024-01-01
CUST00688,70,Canada,Male,Pro,327.3,2025-04-12
CUST00689,39,UAE,Male,Free,422.16,2024-12-05
CUST00690,53,USA,Female,Enterprise,357.96,2024-04-26
CUST00691,24,UK,Female,Free,177.57,2025-10-10
CUST00692,69,UAE,Male,Pro,22.89,2024-06-17
CUST00693,49,UK,Male,Enterprise,127.14,2024-07-19
CUST00694,30,Canada,Male,Enterprise,228.52,2024-07-14
CUST00695,63,UAE,Female,Free,23.25,2025-10-10
CUST00696,61,USA,Female,Free,228.69,2025-08-26
CUST00697,50,UK,Male,Enterprise,265.18,2024-02-19
CUST00698,53,Germany,Male,Enterprise,345.91,2024-06-26
CUST00699,64,UK,Female,Free,328.76,2025-09-12
CUST00700,38,USA,Female,Enterprise,489.75,2025-12-10
CUST00701,66,UK,Female,Pro,481.8,2024-10-28
CUST00702,46,UK,Female,Basic,301.26,2025-06-08
CUST00703,37,USA,Male,Pro,100.44,2025-10-01
CUST00704,63,UAE,Male,Pro,490.67,2025-10-27
CUST00705,29,USA,Male,Pro,380.39,2025-07-29
CUST00706,48,USA,Female,Enterprise,438.74,2025-03-08
CUST00707,69,Canada,Male,Free,190.44,2024-02-24
CUST00708,60,Canada,Female,Basic,375.09,2024-06-13
CUST00709,36,UAE,Male,Basic,345.3,2024-10-29
CUST00710,31,USA,Female,Free,407.01,2024-04-14
CUST00711,57,USA,Female,Basic,118.8,2025-12-13
CUST00712,36,Canada,Female,Enterprise,208.28,2025-12-02
CUST00713,38,USA,Male,Free,371.83,2024-07-26
CUST00714,57,Germany,Female,Basic,377.55,2025-07-13
CUST00715,65,USA,Male,Basic,147.09,2024-06-30
CUST00716,61,Canada,Male,Basic,367.54,2024-05-02
CUST00717,42,Canada,Female,Enterprise,278.3,2024-05-13
CUST00718,28,USA,Male,Pro,165.28,2025-12-27
CUST00719,27,Canada,Female,Basic,298.44,2025-10-02
CUST00720,57,UAE,Female,Enterprise,36.44,2025-12-25
CUST00721,38,USA,Male,Basic,260.3,2025-06-01
CUST00722,28,Germany,Male,Enterprise,174.7,2024-08-06
CUST00723,60,UAE,Female,Pro,146.79,2025-09-25
CUST00724,51,Germany,Male,Free,334.47,2025-04-01
CUST00725,33,USA,Male,Basic,341.28,2024-11-24
CUST00726,42,Canada,Female,Enterprise,270.12,2024-10-16
CUST00727,19,USA,Female,Pro,243.4,2024-10-30
CUST00728,59,UK,Male,Pro,474.11,2024-06-20
CUST00729,67,USA,Male,Free,105.39,2025-10-06
CUST00730,67,UK,Male,Enterprise,102.79,2025-12-20
CUST00731,65,Germany,Male,Free,11.88,2024-12-05
CUST00732,20,Canada,Male,Free,89.0,2024-09-14
CUST00733,53,Canada,Female,Basic,203.82,2025-04-06
CUST00734,58,Germany,Female,Enterprise,8.45,2025-11-20
CUST00735,25,USA,Male,Free,377.98,2025-08-22
CUST00736,20,Canada,Male,Pro,144.92,2025-12-03
CUST00737,37,USA,Female,Free,382.64,2025-03-24
CUST00738,42,Germany,Female,Free,78.16,2024-08-13
CUST00739,26,Germany,Male,Pro,149.03,2025-10-25
CUST00740,41,Canada,Male,Basic,20.89,2025-08-09
CUST00741,56,Germany,Female,Free,105.03,2024-12-18
CUST00742,31,Germany,Male,Basic,92.0,2025-09-23
CUST00743,34,UK,Male,Free,335.49,2025-08-03
CUST00744,21,USA,Male,Enterprise,145.33,2024-03-09
CUST00745,34,Canada,Female,Basic,475.77,2024-12-31
CUST00746,26,UK,Female,Free,309.76,2024-07-17
CUST00747,38,Germany,Female,Enterprise,308.17,2024-11-09
CUST00748,62,USA,Female,Basic,403.85,2025-03-14
CUST00749,28,Canada,Male,Pro,392.83,2025-12-30
CUST00750,65,Germany,Female,Pro,67.15,2024-12-05
CUST00751,48,Germany,Female,Enterprise,387.38,2025-05-13
CUST00752,53,Canada,Male,Basic,420.9,2024-05-23
CUST00753,52,UK,Male,Pro,363.71,2024-01-20
CUST00754,50,Canada,Male,Enterprise,453.15,2025-07-18
CUST00755,34,USA,Male,Enterprise,182.91,2024-08-16
CUST00756,67,USA,Male,Pro,232.35,2025-06-06
CUST00757,23,Germany,Male,Pro,331.34,2025-09-20
CUST00758,61,UK,Female,Basic,79.61,2025-08-02
CUST00759,54,UK,Female,Enterprise,20.21,2025-05-14
CUST00760,32,Canada,Female,Pro,117.01,2025-11-15
CUST00761,31,USA,Female,Pro,234.84,2025-04-10
CUST00762,20,Canada,Male,Pro,351.87,2025-06-17
CUST00763,58,UAE,Male,Pro,188.33,2025-01-22
CUST00764,41,USA,Female,Free,188.16,2024-08-16
CUST00765,51,Germany,Female,Pro,243.43,2025-05-08
CUST00766,56,Canada,Female,Basic,82.8,2024-03-19
CUST00767,50,UAE,Male,Basic,93.45,2025-01-05
CUST00768,56,Canada,Female,Basic,405.59,2024-04-26
CUST00769,48,Germany,Male,Enterprise,295.4,2025-10-24
CUST00770,44,Canada,Male,Basic,63.94,2025-08-29
CUST00771,28,UK,Male,Free,27.96,2024-09-21
CUST00772,29,USA,Male,Enterprise,439.25,2025-11-08
CUST00773,70,UAE,Male,Free,224.6,2025-04-27
CUST00774,48,UK,Female,Basic,300.42,2025-08-19
CUST00775,70,UK,Male,Pro,362.09,2024-12-16
CUST00776,47,USA,Male,Free,189.11,2024-05-15
CUST00777,24,Canada,Female,Basic,413.26,2025-09-12
CUST00778,24,UK,Male,Enterprise,438.88,2025-06-28
CUST00779,50,Canada,Female,Free,329.7,2025-09-09
CUST00780,52,Canada,Female,Enterprise,185.19,2024-02-14
CUST00781,62,USA,Male,Enterprise,469.21,2025-05-08
CUST00782,68,Germany,Male,Pro,212.74,2024-09-17
CUST00783,48,UK,Female,Free,299.15,2025-07-10
CUST00784,44,UAE,Male,Basic,354.57,2024-01-08
CUST00785,54,USA,Male,Free,187.51,2024-07-29
CUST00786,62,UAE,Female,Enterprise,53.29,2025-03-12
CUST00787,59,USA,Female,Pro,427.49,2025-03-09
CUST00788,54,UAE,Female,Pro,377.49,2025-02-27
CUST00789,53,USA,Male,Enterprise,185.11,2025-07-22
CUST00790,48,UAE,Female,Pro,387.1,2025-02-11
CUST00791,65,UK,Male,Free,223.3,2025-12-17
CUST00792,28,Canada,Female,Basic,393.04,2025-07-17
CUST00793,57,Canada,Female,Basic,482.29,2024-01-06
CUST00794,69,Canada,Female,Basic,462.93,2025-03-21
CUST00795,23,Canada,Male,Pro,185.42,2025-09-15
CUST00796,20,Germany,Female,Enterprise,355.8,2025-09-03
CUST00797,21,UK,Female,Enterprise,5.36,2025-11-03
CUST00798,69,USA,Male,Pro,16.8,2025-09-05
CUST00799,50,USA,Male,Basic,337.01,2025-01-03
CUST00800,33,Canada,Male,Basic,498.41,2025-02-13
CUST00801,40,Germany,Male,Enterprise,258.87,2025-12-21
CUST00802,22,Canada,Female,Pro,173.74,2024-10-10
CUST00803,32,USA,Female,Basic,464.86,2025-08-11
CUST00804,18,UAE,Female,Basic,253.12,2025-07-26
CUST00805,22,USA,Female,Pro,473.51,2025-06-09
CUST00806,34,USA,Female,Pro,483.03,2025-07-30
CUST00807,48,UK,Female,Pro,340.8,2025-08-23
CUST00808,19,Germany,Female,Free,33.78,2025-10-10
CUST00809,68,UK,Female,Basic,206.21,2024-12-27
CUST00810,51,USA,Female,Free,124.13,2024-04-05
CUST00811,43,UAE,Male,Free,238.28,2024-12-28
CUST00812,31,USA,Male,Pro,473.56,2025-11-30
CUST00813,30,Germany,Male,Basic,367.71,2024-09-28
CUST00814,31,UK,Male,Basic,418.17,2024-12-30
CUST00815,27,Canada,Male,Free,337.91,2025-11-10
CUST00816,49,USA,Male,Free,424.01,2025-01-15
CUST00817,57,UAE,Female,Enterprise,245.4,2025-06-07
CUST00818,35,Germany,Male,Basic,27.07,2025-03-09
CUST00819,48,USA,Female,Free,196.86,2025-12-03
CUST00820,67,UK,Male,Enterprise,349.12,2025-04-16
CUST00821,38,Canada,Male,Free,189.71,2024-04-13
CUST00822,38,UAE,Male,Pro,274.28,2024-08-30
CUST00823,35,Germany,Female,Pro,91.96,2025-03-10
CUST00824,31,Germany,Female,Pro,427.16,2024-10-13
CUST00825,46,UK,Male,Basic,407.1,2024-10-03
CUST00826,69,UK,Female,Enterprise,98.03,2024-06-02
CUST00827,48,Canada,Female,Basic,249.8,2025-10-07
CUST00828,51,USA,Female,Pro,150.02,2025-07-29
CUST00829,54,Canada,Male,Enterprise,345.27,2024-03-02
CUST00830,31,UAE,Male,Enterprise,224.93,2024-12-08
CUST00831,34,UAE,Female,Pro,172.07,2025-02-25
CUST00832,25,UAE,Male,Basic,489.69,2024-10-18
CUST00833,40,UAE,Female,Enterprise,444.82,2025-01-25
CUST00834,57,UAE,Male,Enterprise,434.13,2025-10-17
CUST00835,69,UAE,Female,Enterprise,424.45,2024-03-14
CUST00836,23,UK,Male,Pro,156.74,2025-10-30
CUST00837,36,UAE,Female,Enterprise,443.85,2025-01-06
CUST00838,65,USA,Female,Enterprise,83.66,2024-01-24
CUST00839,26,UK,Male,Pro,105.29,2025-02-10
CUST00840,24,Canada,Female,Free,274.22,2024-01-27
CUST00841,67,Germany,Male,Free,131.23,2024-06-08
CUST00842,23,Germany,Male,Pro,123.7,2024-10-17
CUST00843,46,UK,Male,Basic,14.29,2025-11-10
CUST00844,40,UAE,Female,Enterprise,487.49,2025-07-07
CUST00845,35,USA,Male,Enterprise,484.77,2025-12-15
CUST00846,52,UK,Female,Enterprise,261.73,2025-10-16
CUST00847,52,UAE,Female,Pro,269.83,2024-04-01
CUST00848,46,UAE,Female,Pro,129.9,2024-11-06
CUST00849,18,Canada,Female,Basic,143.38,2025-07-01
CUST00850,18,Germany,Female,Enterprise,4.57,2025-03-16
CUST00851,69,UAE,Male,Basic,274.11,2024-07-12
CUST00852,44,USA,Female,Enterprise,124.95,2025-10-23
CUST00853,42,Germany,Female,Basic,39.6,2025-10-02
CUST00854,33,USA,Female,Pro,324.23,2025-06-28
CUST00855,69,UAE,Male,Enterprise,426.74,2024-07-05
CUST00856,26,UAE,Female,Free,308.86,2024-10-05
CUST00857,62,USA,Male,Enterprise,160.32,2024-06-04
CUST00858,21,USA,Male,Free,486.17,2024-10-15
CUST00859,35,UK,Male,Enterprise,116.41,2024-06-03
CUST00860,18,Germany,Female,Basic,210.12,2025-05-25
CUST00861,41,Germany,Female,Free,40.11,2024-05-29
CUST00862,21,UAE,Male,Enterprise,271.6,2024-07-04
CUST00863,30,UAE,Male,Enterprise,60.98,2026-01-01
CUST00864,33,Germany,Male,Enterprise,368.81,2024-02-04
CUST00865,30,Germany,Male,Free,236.41,2025-11-28
CUST00866,37,UAE,Male,Basic,372.36,2025-07-16
CUST00867,51,Canada,Female,Pro,319.26,2024-07-22
CUST00868,41,Canada,Male,Basic,117.98,2025-03-20
CUST00869,38,Canada,Female,Basic,292.35,2025-02-09
CUST00870,68,UK,Male,Free,290.54,2025-12-08
CUST00871,48,USA,Female,Basic,385.4,2024-09-11
CUST00872,28,Germany,Female,Free,465.42,2025-10-02
CUST00873,21,Canada,Male,Pro,350.66,2024-04-19
CUST00874,26,Germany,Female,Basic,490.84,2025-10-22
CUST00875,66,UAE,Male,Enterprise,10.68,2025-01-21
CUST00876,40,UK,Male,Pro,242.65,2025-03-24
CUST00877,53,UAE,Male,Enterprise,283.35,2025-07-10
CUST00878,40,UAE,Female,Enterprise,433.83,2025-09-05
CUST00879,53,UK,Male,Free,224.69,2024-09-26
CUST00880,52,UAE,Male,Enterprise,387.96,2025-06-02
CUST00881,42,UK,Female,Free,388.01,2024-09-01
CUST00882,38,Canada,Male,Enterprise,262.03,2025-05-24
CUST00883,67,USA,Female,Basic,161.3,2025-10-18
CUST00884,38,Canada,Male,Free,21.89,2024-05-12
CUST00885,29,Canada,Male,Basic,242.69,2024-04-11
CUST00886,20,USA,Female,Enterprise,262.91,2025-12-19
CUST00887,55,UAE,Female,Free,110.36,2024-03-13
CUST00888,18,UK,Male,Enterprise,234.03,2025-10-16
CUST00889,21,UAE,Female,Enterprise,397.12,2024-02-29
CUST00890,70,USA,Male,Pro,367.15,2024-11-07
CUST00891,22,UK,Male,Free,362.59,2025-06-28
CUST00892,42,UK,Male,Basic,285.01,2024-07-02
CUST00893,53,USA,Male,Enterprise,383.14,2025-08-13
CUST00894,40,Germany,Male,Enterprise,83.4,2024-07-03
CUST00895,53,Germany,Male,Pro,266.95,2025-09-06
CUST00896,46,UAE,Female,Pro,422.43,2025-02-26
CUST00897,66,Germany,Male,Pro,281.57,2024-08-07
CUST00898,42,USA,Female,Pro,480.83,2025-04-03
CUST00899,43,Canada,Female,Free,297.88,2025-06-14
CUST00900,26,UAE,Female,Free,492.2,2024-08-07
CUST00901,38,Canada,Male,Pro,47.14,2025-04-16
CUST00902,40,UK,Female,Basic,183.54,2025-08-19
CUST00903,33,UK,Female,Pro,45.95,2025-02-13
CUST00904,54,UK,Female,Free,396.45,2024-06-26
CUST00905,49,USA,Female,Free,18.69,2025-08-13
CUST00906,42,Canada,Female,Free,173.97,2025-03-20
CUST00907,44,Canada,Male,Basic,316.94,2025-10-09
CUST00908,42,Canada,Male,Pro,159.66,2025-08-01
CUST00909,27,UAE,Male,Basic,25.26,2025-02-06
CUST00910,46,USA,Male,Free,215.97,2025-02-07
CUST00911,27,UK,Male,Pro,237.93,2024-02-20
CUST00912,53,Germany,Male,Pro,199.26,2025-03-20
CUST00913,67,UK,Female,Basic,279.65,2025-05-14
CUST00914,43,USA,Male,Basic,121.16,2024-09-29
CUST00915,67,Germany,Male,Pro,56.26,2025-02-27
CUST00916,45,UAE,Male,Pro,160.37,2025-08-31
CUST00917,59,Canada,Male,Pro,493.83,2025-09-23
CUST00918,70,Germany,Female,Basic,22.44,2024-08-27
CUST00919,30,UAE,Male,Basic,56.19,2024-02-25
CUST00920,33,USA,Female,Basic,6.87,2025-12-11
CUST00921,69,Canada,Female,Pro,235.6,2024-12-05
CUST00922,31,USA,Male,Basic,273.21,2024-09-21
CUST00923,53,Germany,Male,Basic,188.3,2025-11-10
CUST00924,51,Canada,Male,Pro,30.06,2024-07-24
CUST00925,68,USA,Male,Pro,232.48,2024-01-09
CUST00926,22,Germany,Female,Pro,432.14,2024-01-20
CUST00927,36,Germany,Female,Basic,254.27,2025-12-27
CUST00928,24,UAE,Male,Enterprise,93.21,2025-05-27
CUST00929,47,USA,Male,Free,123.7,2025-06-26
CUST00930,37,UAE,Female,Enterprise,372.2,2024-01-19
CUST00931,40,UAE,Female,Pro,118.1,2025-05-28
CUST00932,35,Canada,Female,Pro,445.2,2024-01-31
CUST00933,53,UAE,Male,Basic,170.89,2025-02-06
