ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
0XD398,DEHRES08DEL01,22.0,4.6,30.359722,78.067079,30.469722,78.177079,2022-12-02,2026-09-07 21:30:00,2026-09-07 21:45:00,Sunny,Jam,0,Snack,motorcycle,0.0,False,Urban,15.0
0X53E7,PUNERES06DEL02,24.0,4.8,18.546258,73.904337,18.676258,74.034337,2022-06-04,2026-09-07 19:55:00,2026-09-07 20:05:00,Windy,Jam,1,Meal,motorcycle,1.0,False,Metropolitian,26.0
0XDD8C,BHPRES11DEL03,25.0,4.9,23.233219,77.433571,23.293219,77.493571,2022-02-17,2026-09-07 18:15:00,2026-09-07 18:30:00,Sunny,Medium,0,Snack,motorcycle,0.0,False,Metropolitian,17.0
0XC947,BHPRES04DEL01,39.0,4.6,23.184992,77.417227,23.294992,77.527227,2022-02-14,2026-09-07 18:25:00,2026-09-07 18:40:00,Sunny,Medium,1,Buffet,scooter,1.0,False,Metropolitian,18.0
0XD2E5,LUDHRES13DEL03,26.0,4.7,30.893234,75.82172,30.953234,75.88172,2022-11-02,2026-09-07 23:35:00,2026-09-07 23:40:00,Stormy,Low,1,Meal,motorcycle,0.0,False,Urban,18.0
0XD010,AGRRES09DEL03,32.0,4.050000000000001,0.0,65.81808774999999,0.03,65.85268874999997,2022-11-02,2026-09-07 21:30:00,2026-09-07 21:45:00,Sandstorms,Jam,0,Buffet,motorcycle,1.0,False,Metropolitian,46.0
0XD5A6,DEHRES12DEL03,28.0,4.6,0.0,65.81808774999999,0.03,65.85268874999997,2022-02-13,2026-09-07 17:20:00,2026-09-07 17:35:00,Cloudy,Medium,2,Snack,scooter,1.0,False,Metropolitian,17.0
0XE19D,GOARES17DEL03,36.0,4.9,15.496162,73.825364,15.526162,73.855364,2022-02-13,2026-09-07 22:35:00,2026-09-07 22:50:00,Fog,Low,1,Snack,motorcycle,0.0,False,Metropolitian,15.0
0XDBDD,KOCRES09DEL03,34.0,4.7,10.000706,76.349516,10.060706,76.409516,2022-02-17,2026-09-07 21:25:00,2026-09-07 21:35:00,Fog,Jam,1,Snack,motorcycle,1.0,False,Metropolitian,34.0
0XCF61,AGRRES16DEL01,38.0,4.050000000000001,0.0,65.81808774999999,0.07,65.85268874999997,2022-02-18,2026-09-07 23:10:00,2026-09-07 23:15:00,Fog,Low,1,Drinks,motorcycle,1.0,False,Metropolitian,33.0
0X2656,MYSRES010DEL02,33.0,4.9,12.321214,76.621094,12.341214,76.641094,2022-03-15,2026-09-07 08:15:00,2026-09-07 08:30:00,Sunny,Low,2,Meal,motorcycle,0.0,False,Metropolitian,14.0
0XC48F,KNPRES03DEL01,29.0,4.6,26.469003,80.316344,26.579003,80.426344,2022-12-02,2026-09-07 22:55:00,2026-09-07 23:05:00,Sandstorms,Low,2,Meal,scooter,1.0,False,Metropolitian,16.0
0X571B,COIMBRES04DEL01,20.0,4.9,11.024839,77.007003,11.034839,77.017003,2022-03-19,2026-09-07 11:55:00,2026-09-07 12:10:00,Sandstorms,High,0,Drinks,motorcycle,1.0,False,Urban,17.0
0XC9D2,GOARES19DEL03,35.0,4.6,0.0,65.81808774999999,0.09,65.85268874999997,2022-02-16,2026-09-07 17:30:00,2026-09-07 17:35:00,Sandstorms,Medium,2,Meal,scooter,0.0,False,Metropolitian,23.0
0XDCA0,GOARES20DEL02,32.0,4.8,0.0,65.81808774999999,0.05,65.85268874999997,2022-11-02,2026-09-07 22:40:00,2026-09-07 22:45:00,Windy,Low,2,Snack,scooter,1.0,False,Urban,27.0
0XE247,LUDHRES20DEL01,23.0,4.050000000000001,30.885915,75.788259,30.995915,75.898259,2022-12-02,2026-09-07 23:25:00,2026-09-07 23:40:00,Sunny,Low,1,Drinks,scooter,1.0,False,Metropolitian,43.0
0XCFD6,KOCRES20DEL01,32.0,4.2,9.979186,76.317361,9.989186,76.327361,2022-11-02,2026-09-07 09:50:00,2026-09-07 09:55:00,Stormy,Low,0,Meal,motorcycle,0.0,False,Metropolitian,23.0
0XC810,KOLRES06DEL01,31.0,4.8,22.533662,85.40041775,22.603662,85.51629875000003,2022-02-18,2026-09-07 22:45:00,2026-09-07 22:55:00,Windy,Low,0,Drinks,motorcycle,1.0,False,Urban,26.0
0XDF0F,GOARES010DEL01,25.0,4.3,15.546594,73.760431,15.556594,73.770431,2022-02-17,2026-09-07 10:30:00,2026-09-07 10:35:00,Stormy,Low,0,Buffet,motorcycle,0.0,False,Metropolitian,24.0
0XCE77,KNPRES09DEL03,29.0,4.6,26.473698,80.352677,26.533698,80.412677,2022-02-17,2026-09-07 21:45:00,2026-09-07 21:50:00,Sunny,Jam,1,Drinks,scooter,0.0,False,Urban,12.0
0XDE9C,KOCRES13DEL02,32.0,4.6,9.991703,76.293136,10.071703,76.373136,2022-02-14,2026-09-07 19:25:00,2026-09-07 19:40:00,Stormy,Jam,2,Drinks,scooter,0.0,False,Urban,26.0
0XC1B4,KOCRES12DEL03,30.0,4.7,9.988483,76.295211,10.048483,76.355211,2022-02-15,2026-09-07 17:40:00,2026-09-07 17:45:00,Fog,Medium,2,Meal,motorcycle,0.0,False,Metropolitian,18.0
0XC443,GOARES05DEL03,27.0,5.0,0.0,65.81808774999999,0.03,65.85268874999997,2022-02-15,2026-09-07 19:30:00,2026-09-07 19:45:00,Sunny,Jam,1,Snack,scooter,0.0,False,Metropolitian,18.0
0XCA04,AGRRES010DEL02,30.0,5.0,27.163303,78.057044,27.183303,78.077044,2022-02-13,2026-09-07 11:15:00,2026-09-07 11:25:00,Windy,High,1,Meal,motorcycle,1.0,False,Metropolitian,30.0
0XC928,AURGRES010DEL01,20.0,5.0,19.875337,75.316722,19.885337,75.326722,2022-02-17,2026-09-07 10:25:00,2026-09-07 10:35:00,Sunny,Low,0,Buffet,motorcycle,0.0,False,Urban,14.0
0XD7F4,BHPRES010DEL03,28.0,4.7,23.266261,77.379605,23.326261,77.439605,2022-11-02,2026-09-07 20:35:00,2026-09-07 20:50:00,Sandstorms,Jam,2,Drinks,scooter,0.0,False,Metropolitian,21.0
0XCD98,KNPRES010DEL03,21.0,4.8,26.47775,80.351569,26.53775,80.411569,2022-02-15,2026-09-07 20:40:00,2026-09-07 20:55:00,Cloudy,Jam,0,Meal,motorcycle,1.0,False,Metropolitian,24.0
0XE24A,BHPRES18DEL01,38.0,4.8,23.234631,77.401663,23.244631,77.411663,2022-02-13,2026-09-07 09:30:00,2026-09-07 09:45:00,Sunny,Low,0,Meal,motorcycle,1.0,False,Metropolitian,20.0
0XBF69,KOLRES010DEL03,24.0,4.8,22.538999,85.40041775,22.628999,85.51629875000003,2022-02-18,2026-09-07 20:30:00,2026-09-07 20:40:00,Sunny,Jam,0,Meal,motorcycle,0.0,False,Metropolitian,22.0
0XC6DC,ALHRES010DEL02,39.0,4.4,0.0,65.81808774999999,0.13,65.85268874999997,2022-02-18,2026-09-07 19:35:00,2026-09-07 19:50:00,Sunny,Jam,0,Snack,motorcycle,1.0,False,Metropolitian,37.0
0XC5CC,KOCRES08DEL02,22.0,4.8,9.985497,76.276999,10.115497,76.406999,2022-02-14,2026-09-07 18:25:00,2026-09-07 18:35:00,Windy,Medium,2,Meal,scooter,1.0,False,Metropolitian,24.0
0XC93B,BHPRES07DEL03,38.0,4.6,0.0,65.81808774999999,0.03,65.85268874999997,2022-02-15,2026-09-07 18:30:00,2026-09-07 18:40:00,Sandstorms,Medium,1,Buffet,scooter,1.0,False,Metropolitian,29.0
